date,amount,direction,description,counterparty,category,account,txn_id,balance
2023-05-28,686,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00614,386817
2023-05-29,567,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00615,387384
2023-05-30,636,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00616,388020
2023-05-31,793,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00617,388813
2023-06-01,589,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00618,389402
2023-06-02,463,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00619,389865
2023-06-03,709,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00620,390574
2023-06-04,706,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00621,391280
2023-06-04,470,debit,Coffee Supplier Payment,,COGS,Checking Account,TX00622,390810
2023-06-05,428,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00623,391238
2023-06-06,695,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00624,391933
2023-06-07,563,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00625,392496
2023-06-08,694,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00626,393190
2023-06-09,709,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00627,393899
2023-06-10,510,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00628,394409
2023-06-11,468,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00629,394877
2023-06-12,649,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00630,395526
2023-06-12,247,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00631,395279
2023-06-13,626,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00632,395905
2023-06-14,736,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00633,396641
2023-06-15,764,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00634,397405
2023-06-15,300,debit,Coffee Supplier Payment,,COGS,Checking Account,TX00635,397105
2023-06-16,472,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00636,397577
2023-06-16,116,debit,Bakery Payment,,COGS,Checking Account,TX00637,397461
2023-06-17,616,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00638,398077
2023-06-18,503,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00639,398580
2023-06-19,438,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00640,399018
2023-06-19,328,debit,Rent Payment,,Operating Expense,Checking Account,TX00641,398690
2023-06-20,571,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00642,399261
2023-06-21,501,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00643,399762
2023-06-22,674,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00644,400436
2023-06-23,704,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00645,401140
2023-06-23,429,debit,Bakery Payment,,COGS,Checking Account,TX00646,400711
2023-06-24,710,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00647,401421
2023-06-25,411,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00648,401832
2023-06-26,615,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00649,402447
2023-06-27,548,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00650,402995
2023-06-28,773,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00651,403768
2023-06-29,599,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00652,404367
2023-06-30,488,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00653,404855
2023-07-01,558,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00654,405413
2023-07-02,864,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00655,406277
2023-07-03,787,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00656,407064
2023-07-04,698,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00657,407762
2023-07-05,781,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00658,408543
2023-07-06,749,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00659,409292
2023-07-07,834,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00660,410126
2023-07-08,636,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00661,410762
2023-07-08,427,debit,Coffee Supplier Payment,,COGS,Checking Account,TX00662,410335
2023-07-09,814,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00663,411149
2023-07-10,581,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00664,411730
2023-07-11,871,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00665,412601
2023-07-12,901,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00666,413502
2023-07-13,602,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00667,414104
2023-07-13,258,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00668,413846
2023-07-14,607,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00669,414453
2023-07-14,197,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00670,414256
2023-07-15,792,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00671,415048
2023-07-16,973,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00672,416021
2023-07-17,863,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00673,416884
2023-07-18,875,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00674,417759
2023-07-19,848,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00675,418607
2023-07-20,896,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00676,419503
2023-07-21,515,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00677,420018
2023-07-22,607,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00678,420625
2023-07-23,810,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00679,421435
2023-07-24,533,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00680,421968
2023-07-24,346,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00681,421622
2023-07-25,640,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00682,422262
2023-07-26,595,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00683,422857
2023-07-27,538,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00684,423395
2023-07-27,128,debit,Bakery Payment,,COGS,Checking Account,TX00685,423267
2023-07-28,976,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00686,424243
2023-07-28,335,debit,Bakery Payment,,COGS,Checking Account,TX00687,423908
2023-07-29,771,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00688,424679
2023-07-30,738,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00689,425417
2023-07-31,913,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00690,426330
2023-08-01,858,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00691,427188
2023-08-02,564,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00692,427752
2023-08-03,502,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00693,428254
2023-08-04,875,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00694,429129
2023-08-05,823,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00695,429952
2023-08-06,792,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00696,430744
2023-08-06,292,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00697,430452
2023-08-07,993,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00698,431445
2023-08-07,498,debit,Bakery Payment,,COGS,Checking Account,TX00699,430947
2023-08-08,876,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00700,431823
2023-08-09,639,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00701,432462
2023-08-10,792,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00702,433254
2023-08-11,926,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00703,434180
2023-08-12,794,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00704,434974
2023-08-13,801,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00705,435775
2023-08-14,561,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00706,436336
2023-08-15,652,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00707,436988
2023-08-16,759,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00708,437747
2023-08-17,647,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00709,438394
2023-08-18,809,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00710,439203
2023-08-19,992,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00711,440195
2023-08-19,206,debit,Coffee Supplier Payment,,COGS,Checking Account,TX00712,439989
2023-08-20,812,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00713,440801
2023-08-21,740,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00714,441541
2023-08-22,875,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00715,442416
2023-08-23,760,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00716,443176
2023-08-24,714,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00717,443890
2023-08-25,598,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00718,444488
2023-08-26,740,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00719,445228
2023-08-26,277,debit,Coffee Supplier Payment,,COGS,Checking Account,TX00720,444951
2023-08-27,561,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00721,445512
2023-08-28,502,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00722,446014
2023-08-29,985,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00723,446999
2023-08-30,880,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00724,447879
2023-08-31,828,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00725,448707
2023-09-01,1056,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00726,449763
2023-09-01,204,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00727,449559
2023-09-02,822,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00728,450381
2023-09-02,236,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00729,450145
2023-09-03,1108,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00730,451253
2023-09-04,869,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00731,452122
2023-09-05,739,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00732,452861
2023-09-06,1094,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00733,453955
2023-09-06,223,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00734,453732
2023-09-07,1088,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00735,454820
2023-09-07,136,debit,Rent Payment,,Operating Expense,Checking Account,TX00736,454684
2023-09-08,875,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00737,455559
2023-09-09,1152,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00738,456711
2023-09-10,813,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00739,457524
2023-09-11,923,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00740,458447
2023-09-12,814,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00741,459261
2023-09-13,755,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00742,460016
2023-09-14,739,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00743,460755
2023-09-15,936,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00744,461691
2023-09-16,915,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00745,462606
2023-09-17,867,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00746,463473
2023-09-18,758,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00747,464231
2023-09-19,868,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00748,465099
2023-09-20,744,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00749,465843
2023-09-21,869,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00750,466712
2023-09-21,254,debit,Rent Payment,,Operating Expense,Checking Account,TX00751,466458
2023-09-22,706,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00752,467164
2023-09-23,744,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00753,467908
2023-09-24,1198,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00754,469106
2023-09-25,1125,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00755,470231
2023-09-25,462,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00756,469769
2023-09-26,857,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00757,470626
2023-09-27,781,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00758,471407
2023-09-28,905,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00759,472312
2023-09-29,711,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00760,473023
2023-09-29,323,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00761,472700
2023-09-30,745,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00762,473445
2023-10-01,932,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00763,474377
2023-10-02,922,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00764,475299
2023-10-03,1147,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00765,476446
2023-10-04,862,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00766,477308
2023-10-04,173,debit,Bakery Payment,,COGS,Checking Account,TX00767,477135
2023-10-05,923,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00768,478058
2023-10-06,1111,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00769,479169
2023-10-07,921,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00770,480090
2023-10-08,977,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00771,481067
2023-10-09,1051,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00772,482118
2023-10-10,1023,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00773,483141
2023-10-11,716,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00774,483857
2023-10-12,1100,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00775,484957
2023-10-13,892,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00776,485849
2023-10-13,219,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00777,485630
2023-10-14,909,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00778,486539
2023-10-15,891,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00779,487430
2023-10-16,903,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00780,488333
2023-10-17,926,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00781,489259
2023-10-18,1159,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00782,490418
2023-10-18,494,debit,Bakery Payment,,COGS,Checking Account,TX00783,489924
2023-10-19,833,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00784,490757
2023-10-20,1115,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00785,491872
2023-10-21,757,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00786,492629
2023-10-21,325,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00787,492304
2023-10-22,703,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00788,493007
2023-10-23,1096,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00789,494103
2023-10-24,970,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00790,495073
2023-10-25,856,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00791,495929
2023-10-26,987,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00792,496916
2023-10-26,183,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00793,496733
2023-10-27,726,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00794,497459
2023-10-28,1081,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00795,498540
2023-10-28,191,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00796,498349
2023-10-29,720,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00797,499069
2023-10-30,1056,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00798,500125
2023-10-31,961,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00799,501086
2023-11-01,1152,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00800,502238
2023-11-02,956,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00801,503194
2023-11-03,1121,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00802,504315
2023-11-04,1144,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00803,505459
2023-11-05,1196,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00804,506655
2023-11-06,711,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00805,507366
2023-11-07,1191,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00806,508557
2023-11-08,771,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00807,509328
2023-11-08,244,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00808,509084
2023-11-09,1008,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00809,510092
2023-11-09,126,debit,Coffee Supplier Payment,,COGS,Checking Account,TX00810,509966
2023-11-10,1199,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00811,511165
2023-11-10,448,debit,Rent Payment,,Operating Expense,Checking Account,TX00812,510717
2023-11-11,880,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00813,511597
2023-11-12,1077,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00814,512674
2023-11-13,745,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00815,513419
2023-11-14,921,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00816,514340
2023-11-14,372,debit,Rent Payment,,Operating Expense,Checking Account,TX00817,513968
2023-11-15,1039,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00818,515007
2023-11-16,865,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00819,515872
2023-11-17,1143,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00820,517015
2023-11-17,216,debit,Coffee Supplier Payment,,COGS,Checking Account,TX00821,516799
2023-11-18,1043,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00822,517842
2023-11-19,763,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00823,518605
2023-11-20,771,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00824,519376
2023-11-21,1177,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00825,520553
2023-11-22,1065,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00826,521618
2023-11-23,865,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00827,522483
2023-11-24,1000,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00828,523483
2023-11-25,801,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00829,524284
2023-11-26,966,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00830,525250
2023-11-27,787,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00831,526037
2023-11-27,175,debit,Bakery Payment,,COGS,Checking Account,TX00832,525862
2023-11-28,745,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00833,526607
2023-11-28,179,debit,Rent Payment,,Operating Expense,Checking Account,TX00834,526428
2023-11-29,847,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00835,527275
2023-11-30,1123,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00836,528398
2023-11-30,452,debit,Coffee Supplier Payment,,COGS,Checking Account,TX00837,527946
2023-12-01,924,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00838,528870
2023-12-01,176,debit,Rent Payment,,Operating Expense,Checking Account,TX00839,528694
2023-12-02,853,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00840,529547
2023-12-03,893,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00841,530440
2023-12-04,789,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00842,531229
2023-12-05,1197,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00843,532426
2023-12-06,805,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00844,533231
2023-12-06,404,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00845,532827
2023-12-07,1016,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00846,533843
2023-12-08,1089,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00847,534932
2023-12-09,772,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00848,535704
2023-12-09,140,debit,Coffee Supplier Payment,,COGS,Checking Account,TX00849,535564
2023-12-10,903,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00850,536467
2023-12-11,877,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00851,537344
2023-12-12,783,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00852,538127
2023-12-13,950,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00853,539077
2023-12-14,1158,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00854,540235
2023-12-15,1087,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00855,541322
2023-12-16,721,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00856,542043
2023-12-17,702,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00857,542745
2023-12-17,287,debit,Coffee Supplier Payment,,COGS,Checking Account,TX00858,542458
2023-12-18,713,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00859,543171
2023-12-18,111,debit,Rent Payment,,Operating Expense,Checking Account,TX00860,543060
2023-12-19,1096,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00861,544156
2023-12-20,942,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00862,545098
2023-12-21,754,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00863,545852
2023-12-22,872,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00864,546724
2023-12-22,218,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00865,546506
2023-12-23,882,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00866,547388
2023-12-23,399,debit,Coffee Supplier Payment,,COGS,Checking Account,TX00867,546989
2023-12-24,1153,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00868,548142
2023-12-25,849,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00869,548991
2023-12-26,1011,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00870,550002
2023-12-27,830,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00871,550832
2023-12-27,342,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00872,550490
2023-12-28,1144,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00873,551634
2023-12-28,306,debit,Bakery Payment,,COGS,Checking Account,TX00874,551328
2023-12-29,1090,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00875,552418
2023-12-30,1049,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00876,553467
2023-12-31,1141,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00877,554608
